# ranges = [1, 10, 100, 1000, 10000, 342000]
# nbins = [1000, 1000, 1000, 1000, 1000, 3000]
0.0000000000000000e+00,6.0000000000000000e+00
1.0000000000000000e-03,6.0000000000000000e+00
2.0000000000000000e-03,6.0000000000000000e+00
3.0000000000000001e-03,6.0000000000000000e+00
4.0000000000000001e-03,6.0000000000000000e+00
5.0000000000000001e-03,6.0000000000000000e+00
6.0000000000000001e-03,6.0000000000000000e+00
7.0000000000000001e-03,6.0000000000000000e+00
8.0000000000000002e-03,6.0000000000000000e+00
9.0000000000000011e-03,6.0000000000000000e+00
1.0000000000000000e-02,6.0000000000000000e+00
1.0999999999999999e-02,6.0000000000000000e+00
1.2000000000000000e-02,6.0000000000000000e+00
1.3000000000000001e-02,6.0000000000000000e+00
1.4000000000000000e-02,6.0000000000000000e+00
1.4999999999999999e-02,6.0000000000000000e+00
1.6000000000000000e-02,6.0000000000000000e+00
1.7000000000000001e-02,6.0000000000000000e+00
1.8000000000000002e-02,6.0000000000000000e+00
1.9000000000000000e-02,6.0000000000000000e+00
2.0000000000000000e-02,6.0000000000000000e+00
2.1000000000000001e-02,6.0000000000000000e+00
2.1999999999999999e-02,6.0000000000000000e+00
2.3000000000000000e-02,6.0000000000000000e+00
2.4000000000000000e-02,6.0000000000000000e+00
2.5000000000000001e-02,6.0000000000000000e+00
2.6000000000000002e-02,6.0000000000000000e+00
2.7000000000000000e-02,6.0000000000000000e+00
2.8000000000000001e-02,6.0000000000000000e+00
2.9000000000000001e-02,6.0000000000000000e+00
2.9999999999999999e-02,6.0000000000000000e+00
3.1000000000000000e-02,6.0000000000000000e+00
3.2000000000000001e-02,6.0000000000000000e+00
3.3000000000000002e-02,6.0000000000000000e+00
3.4000000000000002e-02,6.0000000000000000e+00
3.5000000000000003e-02,6.0000000000000000e+00
3.6000000000000004e-02,6.0000000000000000e+00
3.6999999999999998e-02,6.0000000000000000e+00
3.7999999999999999e-02,6.0000000000000000e+00
3.9000000000000000e-02,6.0000000000000000e+00
4.0000000000000001e-02,6.0000000000000000e+00
4.1000000000000002e-02,6.0000000000000000e+00
4.2000000000000003e-02,6.0000000000000000e+00
4.3000000000000003e-02,6.0000000000000000e+00
4.3999999999999997e-02,6.0000000000000000e+00
4.4999999999999998e-02,6.0000000000000000e+00
4.5999999999999999e-02,6.0000000000000000e+00
4.7000000000000000e-02,6.0000000000000000e+00
4.8000000000000001e-02,6.0000000000000000e+00
4.9000000000000002e-02,6.0000000000000000e+00
5.0000000000000003e-02,6.0000000000000000e+00
5.1000000000000004e-02,6.0000000000000000e+00
5.2000000000000005e-02,6.0000000000000000e+00
5.2999999999999999e-02,6.0000000000000000e+00
5.3999999999999999e-02,6.0000000000000000e+00
5.5000000000000000e-02,6.0000000000000000e+00
5.6000000000000001e-02,6.0000000000000000e+00
5.7000000000000002e-02,6.0000000000000000e+00
5.8000000000000003e-02,6.0000000000000000e+00
5.9000000000000004e-02,6.0000000000000000e+00
5.9999999999999998e-02,6.0000000000000000e+00
6.0999999999999999e-02,6.0000000000000000e+00
6.2000000000000000e-02,6.0000000000000000e+00
6.3000000000000000e-02,6.0000000000000000e+00
6.4000000000000001e-02,6.0000000000000000e+00
6.5000000000000002e-02,6.0000000000000000e+00
6.6000000000000003e-02,6.0000000000000000e+00
6.7000000000000004e-02,6.0000000000000000e+00
6.8000000000000005e-02,6.0000000000000000e+00
6.9000000000000006e-02,6.0000000000000000e+00
7.0000000000000007e-02,6.0000000000000000e+00
7.1000000000000008e-02,6.0000000000000000e+00
7.2000000000000008e-02,6.0000000000000000e+00
7.2999999999999995e-02,6.0000000000000000e+00
7.3999999999999996e-02,6.0000000000000000e+00
7.4999999999999997e-02,6.0000000000000000e+00
7.5999999999999998e-02,6.0000000000000000e+00
7.6999999999999999e-02,6.0000000000000000e+00
7.8000000000000000e-02,6.0000000000000000e+00
7.9000000000000001e-02,6.0000000000000000e+00
8.0000000000000002e-02,6.0000000000000000e+00
8.1000000000000003e-02,6.0000000000000000e+00
8.2000000000000003e-02,6.0000000000000000e+00
8.3000000000000004e-02,6.0000000000000000e+00
8.4000000000000005e-02,6.0000000000000000e+00
8.5000000000000006e-02,6.0000000000000000e+00
8.6000000000000007e-02,6.0000000000000000e+00
8.7000000000000008e-02,6.0000000000000000e+00
8.7999999999999995e-02,6.0000000000000000e+00
8.8999999999999996e-02,6.0000000000000000e+00
8.9999999999999997e-02,6.0000000000000000e+00
9.0999999999999998e-02,6.0000000000000000e+00
9.1999999999999998e-02,6.0000000000000000e+00
9.2999999999999999e-02,6.0000000000000000e+00
9.4000000000000000e-02,6.0000000000000000e+00
9.5000000000000001e-02,6.0000000000000000e+00
9.6000000000000002e-02,6.0000000000000000e+00
9.7000000000000003e-02,6.0000000000000000e+00
9.8000000000000004e-02,6.0000000000000000e+00
9.9000000000000005e-02,6.0000000000000000e+00
1.0000000000000001e-01,6.0000000000000000e+00
1.0100000000000001e-01,6.0000000000000000e+00
1.0200000000000001e-01,6.0000000000000000e+00
1.0300000000000001e-01,6.0000000000000000e+00
1.0400000000000001e-01,6.0000000000000000e+00
1.0500000000000000e-01,6.0000000000000000e+00
1.0600000000000000e-01,6.0000000000000000e+00
1.0700000000000000e-01,6.0000000000000000e+00
1.0800000000000000e-01,6.0000000000000000e+00
1.0900000000000000e-01,6.0000000000000000e+00
1.1000000000000000e-01,6.0000000000000000e+00
1.1100000000000000e-01,6.0000000000000000e+00
1.1200000000000000e-01,6.0000000000000000e+00
1.1300000000000000e-01,6.0000000000000000e+00
1.1400000000000000e-01,6.0000000000000000e+00
1.1500000000000000e-01,6.0000000000000000e+00
1.1600000000000001e-01,6.0000000000000000e+00
1.1700000000000001e-01,6.0000000000000000e+00
1.1800000000000001e-01,6.0000000000000000e+00
1.1900000000000001e-01,6.0000000000000000e+00
1.2000000000000000e-01,6.0000000000000000e+00
1.2100000000000000e-01,6.0000000000000000e+00
1.2200000000000000e-01,6.0000000000000000e+00
1.2300000000000000e-01,6.0000000000000000e+00
1.2400000000000000e-01,6.0000000000000000e+00
1.2500000000000000e-01,6.0000000000000000e+00
1.2600000000000000e-01,6.0000000000000000e+00
1.2700000000000000e-01,6.0000000000000000e+00
1.2800000000000000e-01,6.0000000000000000e+00
1.2900000000000000e-01,6.0000000000000000e+00
1.3000000000000000e-01,6.0000000000000000e+00
1.3100000000000001e-01,6.0000000000000000e+00
1.3200000000000001e-01,6.0000000000000000e+00
1.3300000000000001e-01,6.0000000000000000e+00
1.3400000000000001e-01,6.0000000000000000e+00
1.3500000000000001e-01,6.0000000000000000e+00
1.3600000000000001e-01,6.0000000000000000e+00
1.3700000000000001e-01,6.0000000000000000e+00
1.3800000000000001e-01,6.0000000000000000e+00
1.3900000000000001e-01,6.0000000000000000e+00
1.4000000000000001e-01,6.0000000000000000e+00
1.4100000000000001e-01,6.0000000000000000e+00
1.4200000000000002e-01,6.0000000000000000e+00
1.4300000000000002e-01,6.0000000000000000e+00
1.4400000000000002e-01,6.0000000000000000e+00
1.4499999999999999e-01,6.0000000000000000e+00
1.4599999999999999e-01,6.0000000000000000e+00
1.4699999999999999e-01,6.0000000000000000e+00
